release	have	want
12837967	1	2
13253817	85	10
10194786	8	0
33936654	3	4
5025413	150	8
15516422	1	0
6871766	12	7
27735342	2	0
10642516	3	1
11790881	14	1
11562651	13	19
34807988	0	3
25660960	116	48
15784136	1	0
19183516	0	2
26705969	1	0
14054124	1	0
9053902	13	2
5051371	56	106
10912168	5	27
14864020	27	14
28209181	2	0
14724727	8	0
31007605	6	0
31108406	1	2
7125981	13	12
8162838	3	5
7675871	2	1
20948980	228	49
15869344	0	2
4931811	51	9
15891929	9	3
16739193	22	7
5393219	14	9
4840393	1	4
20680324	1	0
11232774	1	0
10812600	23	3
15875387	8	3
9262059	11	12
16874121	3	8
8291241	2	1
9432077	22	24
6382126	542	279
9895649	161	206
15902716	127	62
22567847	3	1
15869852	0	0
12319163	0	2
27629073	0	0
7541058	0	15
11666020	49	60
15185378	2	0
8779103	108	2
4988734	12	154
29545990	2	0
6901482	4	47
29849179	0	0
16522083	20	17
7112951	1	0
7602128	21	26
11740656	23	7
11961608	7	1
14555289	1	2
25877878	1	0
10149116	23	16
25469830	1	0
12303498	51	33
35029760	1	0
11025082	9	9
14489644	2	0
13058805	2	6
21009463	8	0
6831817	4	1
23125751	2	51
20181658	2	0
35186011	1	0
29538076	6	17
9510119	4	4
5695192	1	0
34019652	1	1
8865521	10	7
11938775	4	7
30373562	1	3
32791575	17	4
6834395	5	0
11068901	8	3
11448867	6	1
27947556	23	5
26879648	1	2
8634791	3	2
15189210	2	1
10997640	6	9
5929705	40	65
15712705	1	0
14197412	0	0
35208013	2	1
15788123	9	56
25497514	0	0
20499031	1	1
25997836	9	1
25937545	2	0
5558856	21	15
7684302	1	0
13661909	18	2
4740533	70	16
10215626	0	1
11939488	5	5
12007716	9	6
10404302	2	6
5431714	48	125
10663875	0	0
22991315	3	6
12076304	69	3
6422106	48	4
7254358	5	2
19631443	1	1
8067697	58	5
11622549	6	0
7915658	18	5
33106269	0	0
14078820	0	0
14039448	4	3
21851296	1	0
7064185	14	4
13356699	1	1
29508907	2	1
30535201	3	9
5844630	53	7
8466813	4	11
10166700	33	8
13652501	4	6
9830347	1	0
20879299	0	0
28740493	1	0
31023385	1	0
6644604	71	7
32308656	1	0
6581554	0	0
7529564	1	2
15470211	1	6
20107321	27	21
29272756	10	0
5683592	166	40
7261146	67	8
6819969	5	4
5847194	12	38
12667112	9	0
15972634	224	66
10623314	7	0
10921961	1755	621
30148937	3	0
13562260	0	1
12530629	5	9
10603987	7	2
31631770	91	71
5377689	6	9
5032490	12	2
25876318	1	3
15639789	0	0
9225335	52	36
12824199	2	9
7136287	6	1
10996647	3	2
13160622	11	5
15905946	3	2
23140106	0	0
25218988	134	52
25724698	0	0
20633989	39	8
15873160	13	7
5840911	24	17
7047193	2	5
25859023	0	0
27883596	0	1
12109195	5	2
15581628	0	2
26404151	0	2
24519026	4	0
4800521	36	61
8557728	20	13
9171343	797	86
6206232	3	1
8392674	14	5
17979805	3	0
12631150	7	0
18014089	0	1
10013799	65	7
6387392	115	6
11207462	3	5
12530576	20	1
15731750	5	1
25791658	0	0
5703356	4	31
11266282	3	2
11611767	30	2
27521505	4	0
11808303	0	1
5767585	24	10
31606690	6	36
14262927	2	0
28093063	43	109
5107617	20	4
9059980	0	0
5507487	80	130
5808588	55	8
11739559	52	12
30169679	11	29
30112847	10	19
9054411	6	0
4966693	3	2
16074782	18	5
7227887	3	2
12629424	1	7
9908951	17	12
14317878	12	2
31375663	227	38
9115782	40	1
6670011	2	1
6818512	72	28
14430475	21	5
11873223	2	1
22626431	0	2
9975145	3	4
10012919	1	1
27855357	23	29
15334715	8	2
5169054	5	2
7331018	39	102
5021468	3	11
7328638	105	76
25939030	2	1
12619977	183	17
12970617	4	0
19423288	0	4
14212875	2	3
5894120	78	35
31784714	3	0
5771520	30	11
13066936	0	7
22293952	1	3
16965606	13	2
23411171	13	12
8684353	15	38
18202183	0	0
10336439	17	6
9009331	6	6
26173013	5	1
9342993	29	22
14617406	1	1
8192587	3	3
10595316	7	9
30913962	1	0
13814316	2	1
23457158	4	2
25932586	2	2
15933148	9	2
22860092	3	3
33932427	1	0
10556189	16	0
11972679	115	251
11285667	10	72
12843374	38	75
6458481	42	16
12957827	1	1
13528858	5	1
27705042	4	2
22309108	0	0
19112455	1	5
6445959	9	0
26731010	0	0
11243114	6	2
11269632	2	8
6476789	33	53
28253266	9	2
29579176	2	18
31679213	1	0
15973642	24	8
30192206	11	1
6443791	0	0
14134725	0	0
5052971	12	4
33995769	1	13
9205482	0	1
10207696	144	19
10604384	1	0
25735765	3	3
14065355	3	9
35054096	0	0
8583663	40	5
6871109	4	3
7860596	4	3
13681202	6	1
7324731	2	5
8952658	12	65
5402457	2087	740
14436663	24	25
4814590	148	12
9863184	2	2
14654290	6	3
21079576	5	0
8006988	2	11
13909425	5	4
20553712	2	1
20621956	0	0
18073603	1	0
7084964	8	0
32462754	1	0
9311622	51	14
10658518	4	1
16244185	7	0
25676950	13	0
10421306	32	10
10024151	7	1
15091108	3	1
15940025	5	3
19956094	0	1
25895185	8	0
7672893	3	1
15299831	1	5
8601603	5	5
11791199	61	7
28096729	5	5
10874136	1	0
15242028	4	1
8290708	1	5
12501800	10	4
7200689	32	6
11099641	1	0
10399189	19	46
13989815	0	1
12615527	1	2
12794516	34	38
30457991	2	1
31797773	5	0
7468905	27	11
14086421	0	0
8635852	3	3
9661987	1	5
5157212	5	0
7717978	21	5
7786026	5	11
7362889	16	2
7718218	8	2
15133327	41	5
5802156	2	5
14421800	1	0
27620433	6	4
32740218	0	0
9069796	2	13
15288137	1	0
6497526	13	14
6581751	0	1
12574045	2	8
22044004	9	8
19505374	1250	175
5772412	2	2
27702549	1	0
12147153	0	0
11403125	1	4
11105112	34	20
6718252	4	19
6976269	21	51
7531671	20	21
11150572	13	64
13753620	2	1
8667933	12	1
5117935	2	5
7682591	2	1
11376082	9	2
19292494	0	2
30836778	1	2
8490030	5	122
14489394	8	19
7838899	2	3
21991915	2	11
8658543	0	0
5706640	7	19
20238826	0	12
26066491	20	9
14512562	2	5
6588162	5	4
35160478	5	18
13252169	2	1
13670141	0	0
15131612	5	3
20716186	0	0
22905806	0	1
15350338	13	4
5809652	25	56
13385547	2	0
6644582	64	32
7105585	86	63
25456969	1	1
11460549	1	2
31888774	1	4
7546283	17	4
9498791	5	1
5685411	10	1
12270559	4	0
23572493	1	3
17141662	0	0
15477081	38	51
6808516	15	51
26474891	8	7
8808949	27	19
11837197	4	22
14500824	2	2
27035937	178	382
16631694	40	2
31837895	1	0
35262817	3	0
19183372	0	3
8920030	1	2
4782765	0	10
6387567	1	70
33471542	1	0
16156907	3	3
7887921	4	1
8200178	47	25
8561867	12	0
9043327	4	1
11123395	16	5
10336795	10	19
11409359	34	7
13993626	3	81
8575474	5	14
20233372	4	11
5713611	16	6
14902106	8	10
10335972	0	0
13765934	10	8
22171237	1	2
9307945	18	34
24233744	1	1
6215140	4	4
33138525	0	0
5090613	7	0
18602938	5	3
17478028	2	1
25954942	0	0
15700287	2	7
13382484	2	3
14407850	5	21
19871212	3	0
28125784	0	0
23383778	124	46
32479704	1	1
32984970	1	0
12223027	0	0
6012565	0	16
13779019	7	4
11522674	171	122
21887005	2	0
15864193	2	0
30605422	0	0
23315360	0	1
11674865	31	2
8940474	29	10
10111752	2	0
7825456	3	0
7500497	4	2
9303789	17	1
14683294	0	0
10925456	1	116
19139578	0	0
31760435	22	15
7461099	5	3
28166995	0	10
18560398	6	1
13069130	1	0
13988316	10	66
9810026	8	3
12659795	2	18
20912692	2	1
5775765	1	0
10335605	5	3
23627192	1	0
8247546	31	3
15487463	2	1
23223548	1	0
25323730	3	0
14786143	55	4
28463143	1	0
26965061	67	40
18181609	11	2
8294890	0	0
7080842	0	0
10717968	16	3
32923134	2	0
5474806	2	8
21002674	2	0
5423345	26	25
8126603	5	8
8149410	153	46
13377236	10	3
5703152	3	13
8144848	1	0
10785279	3	0
10803866	5	19
27442185	3	0
9098305	10	2
16680579	0	0
17327215	0	7
13463417	6	0
10163520	9	6
7201443	7	6
9361839	1	0
9783327	3	13
12307963	25	8
9768043	0	1
12535089	0	0
9300304	27	34
9276779	11	188
14510066	33	21
32854923	1	0
6883705	24	18
9633426	84	23
13557767	26	5
5331998	12	7
14739105	0	0
19001959	11	25
6125437	48	15
12464388	117	150
25722847	67	14
8085555	1	1
19693285	1	1
27242331	94	19
8115740	7	5
13354899	0	0
8490136	39	23
10829976	8	42
15611857	3	0
20863048	1	0
6516854	20	3
7635473	86	10
29323447	3	0
34122232	1	1
10771886	49	11
12278046	19	12
8673861	0	0
14754491	2	0
8342548	0	0
21729427	10	214
31848824	0	0
31801556	1	0
11042206	34	12
7568973	32	52
15069728	4	2
31209025	2	0
11673894	3	31
15117269	15	1
6583050	35	52
28568377	1	0
11255463	7	1
11856849	49	22
11684478	5	2
27702483	28	4
8869013	17	14
31706387	0	0
28054443	4	5
10050245	43	0
31918237	4	1
4814200	62	35
13068641	8	4
13139565	0	0
11810668	0	0
6032217	0	0
28538836	1	2
5437513	15	7
5977482	1	1
15495299	1	0
26483762	3	7
27053616	43	33
6325345	26	10
11755434	59	5
32403447	0	0
27737895	5	2
13922982	4	41
8565524	8	0
13102173	18	7
14158306	0	0
10402424	79	47
8084908	31	8
11270197	1	0
25396519	0	0
7654991	3	0
11018695	0	0
11497084	5	19
30793311	3	0
8195454	16	3
9554936	12	10
10611544	103	78
5048242	9	6
7740042	4	8
14955909	108	58
18668803	2	2
17311495	8	0
9970039	7	1
16039165	6	11
27126381	1	0
24651866	10	4
7955795	114	16
16151258	1	0
25459342	0	0
31361539	16	0
30297413	1	0
33153171	8	17
15062651	2	0
17238148	8	102
14996807	0	0
5208464	12	3
17465176	3	0
6350656	8	8
15433951	1	0
9862683	3	22
15117931	19	5
15986373	3	0
23697332	0	0
15534551	2	9
16147617	4	20
27434151	2	0
29281519	1	1
32960667	0	0
30962818	2	0
21658762	1	10
4886000	182	68
8388477	18	3
27952593	2	2
20950342	7	5
10439943	112	37
10443009	7	40
8708863	15	26
15164418	2	0
15530302	10	60
23163119	0	0
16540710	3	2
11724204	14	16
13975004	0	0
14371670	6	8
4882992	108	16
12317123	5	2
13304948	75	11
25449175	38	58
13179333	3	4
6104648	24	28
14365056	0	0
6614863	6	18
6514890	165	4
8242375	15	6
22242580	7	45
25400026	1	0
26206904	13	17
8092138	4	48
8553560	31	4
22958036	30	8
8024493	18	12
12648648	221	928
5972516	2	1
9641179	24	18
6649966	11	56
16029429	1	0
34701630	4	6
12856960	3	3
8463246	1	0
13644918	9	6
12463555	2	1
14568126	2	10
32189586	2	1
31585324	1	0
34451431	1	1
7250085	77	153
14756936	14	20
11127488	140	8
7462517	100	25
22060765	3	3
33410645	3	0
29153572	10	1
29070772	1	0
19017097	1	0
25433947	1	0
29614903	1	7
5289528	28	64
7921601	33	78
12291885	7	18
6878928	1	4
12522593	3	0
25660864	0	0
14838067	0	0
34201540	0	0
14799932	1	0
21391255	1	0
14074287	1	0
19829983	29	14
18564352	1	6
13002596	18	51
30283451	1	0
10196820	4	0
14586955	4	4
14439385	5	0
5076089	69	4
24442310	3	0
12074844	1	0
24375494	1	0
28321171	0	0
6786840	5	4
5910785	0	0
8507360	16	6
12287971	39	10
24114788	0	1
7158795	10	0
20598769	11	12
19455010	26	2
12915084	2	1
21706204	7	4
9296567	21	20
24310100	7	1
8902610	41	4
7885660	3	1
19134079	10	0
12816690	2	4
11087505	99	211
11189852	5	9
8889777	1	0
14892910	0	0
9232718	30	2
12386072	3	22
5841760	100	64
11282216	0	2
7423812	1	30
32285058	0	0
34748544	11	1
11380836	4	4
12337475	13	13
6171200	24	10
12355573	3	3
5271118	39	9
5210164	11	0
21519514	2	0
6997612	4	1
7362433	3	3
9355682	2	0
5373854	4	0
9204160	107	22
12359616	1	0
12036279	3	7
13693261	5	7
11069569	6	1
14861896	17	3
16177740	1	0
7583717	2	8
11441152	45	8
13499859	0	0
10935270	2	22
18898951	8	50
21641773	2	1
8990549	83	87
6973317	13	8
12020259	0	0
21601228	6	1
32551899	0	1
12146831	2	3
4993883	14	1
5004384	4	12
8734009	11	43
24315557	4	1
11816180	0	0
34005525	1	1
5916131	29	11
9448394	0	1
5401754	6	14
10462140	5	35
10957746	41	13
8429593	9	9
13416905	1	5
17743978	1	0
14555126	6	2
25720585	3	0
10835450	2	0
11493922	16	9
14485373	5	1
11443197	0	2
5764141	10	3
8275103	31	11
11619721	129	6
6463247	10	80
10736380	4	3
8023664	0	2
14595522	9	4
25459540	1	8
11917891	6	0
7426933	6	8
31897207	0	1
12931747	25	3
7556356	1	3
34754156	2	5
15549813	2	4
16290494	14	3
25923280	1	1
8159470	207	87
32312982	1	9
15575277	4	7
14745536	3	13
12915208	3	0
6620720	103	43
25180993	0	0
8318988	3	0
14162729	8	0
24584693	2	1
11889306	15	17
5239823	15	10
13123750	2	30
5722557	31	4
14614326	3	1
16004618	5	10
7886873	27	45
11919003	6	1
31627048	1	0
15087449	1	0
31907194	0	1
32675214	0	0
12212651	15	19
11573029	6	5
13262601	237	67
10098706	31	7
14779585	0	0
19234216	2	0
4845041	23	8
15811190	1	1
6021808	2	2
23545961	0	1
29203234	5	0
8250487	6	6
25736821	0	0
26265953	1	0
35153623	1	0
7556859	35	1
12928422	0	0
20756350	14	11
31553716	0	0
6965568	12	3
12335548	7	52
27842841	1	1
29411245	3	9
8153132	6	2
5050133	8	28
4719062	2	2
11928882	0	2
24456035	0	0
30569224	1	0
32311377	2	0
7040767	7	38
15519988	15	215
20788237	1	4
20828221	26	3
8017727	10	3
15596165	0	0
16468173	9	6
11113182	6	1
35471209	4	2
7131209	4	6
27678912	1	0
29804107	0	1
10771749	42	1
29009455	2	0
7954433	27	3
6889894	64	20
9019311	3	3
9529634	4	0
16013860	12	5
17316454	1	0
22379386	0	0
7694878	10	9
4761086	5	1
16181900	3	0
23829812	29	13
11727516	0	0
30803079	137	132
5106409	0	0
5872826	5	83
31241560	0	11
8811281	1	0
14183907	38	14
11788450	7	13
15220271	3	2
28391977	0	0
11527049	5	10
30530557	1	1
33297912	1	0
12083938	6	3
20490358	37	18
7761662	36	20
6217037	43	14
11094859	3	1
31296098	5	0
32675367	5	4
11581674	17	16
9457035	3	3
5704479	6	2
13090265	4	1
23743451	1	0
9685908	10	7
4691571	247	31
23082512	0	0
23715347	1	1
27287787	1	121
15324339	3	1
25336474	2	0
12338124	157	21
18168364	3	1
23928770	1	5
27815241	0	3
27327456	0	0
10978414	12	58
24503330	1	2
15034970	8	35
14061045	29	3
4984895	6	0
7021292	1	0
26937530	2	3
12070049	28	18
5952817	384	61
10806007	1	0
13919125	6	2
8092362	2	1
14149585	29	36
17069250	161	231
11624813	1	5
32286336	1	0
9226140	56	6
32995776	0	0
10108701	1	1
31471913	0	0
8981907	0	0
34642756	2	0
5456837	0	1
13327236	22	11
20343760	26	0
21408721	0	0
29438554	0	0
34154158	1	0
8717356	40	16
23868002	0	0
21981640	7	2
20243590	3	3
33897267	1	0
15794390	3	8
7072500	8	2
10709255	1	4
30666331	1	1
5480900	90	6
14646938	8	15
21063502	1	1
9564791	1	1
14377534	1	1
13069146	10	136
23134907	2	0
30480263	0	0
7666326	18	7
13703956	0	0
28355956	0	0
32530914	1	0
23015198	1	12
20677234	4	2
27193890	1	0
4959430	21	2
6263306	11	4
8996526	8	28
26117900	2	2
16263132	9	1
5834667	20	43
13752518	6	3
22746563	2	0
11658628	7	2
14556007	0	0
13265541	0	6
10187808	5	1
8365684	10	9
5484765	60	13
12479280	7	4
7767697	9	2
9108959	53	3
8647602	1	2
12273581	15	51
12895173	0	3
26364140	13	1
34316938	1	0
10228114	32	22
30016756	1	0
30464936	621	98
30474728	70	6
11340619	1	1
5912710	5	11
10377663	3	72
30537001	7	0
15989064	6	1
13763153	4	1
12735350	0	7
9208989	27	24
12652425	5	3
14398480	0	0
16927209	2	30
22181542	7	2
8861179	28	17
13481689	3	0
5025535	3	17
7751334	23	19
8761109	9	14
6968452	6	1
9902381	14	1
10230732	79	11
12372284	22	5
13398586	4	2
12876641	49	3
8702690	7	0
10293252	10	11
32008181	3	0
8742575	5	89
12824644	1	10
32407512	26	17
26375798	0	0
12274554	1	0
24645977	6	0
12488265	0	1
7596367	7	0
24997051	4	0
16236040	2	4
11530997	1	0
14471978	0	3
5061686	3	2
6230489	39	2
11381516	4	9
6391944	86	79
12631407	129	29
25480402	13	26
6324294	3	2
6532127	167	12
17770501	1	1
7213273	0	1
16156503	8	4
8746290	28	37
25543246	1	0
20103811	9	3
6723653	7	5
18844426	3	0
32227779	2	0
13668344	1	1
26081299	138	20
9171605	835	35
15262996	3	3
9959850	4	5
7726750	10	2
17240596	0	0
14860337	6	2
22613192	3	3
5652881	3	13
11677884	4	0
6932926	3	3
12850623	1	7
9665342	113	16
11808544	7	49
14804098	8	0
5086548	73	93
9300973	18	16
12271011	6	0
7144183	4	1
7703766	5	9
9206555	1	0
10318615	51	32
10375293	1	0
14042271	7	8
5149202	19	18
14806521	13	0
15215771	20	11
8080105	0	0
15389039	0	0
12334580	1	1
25552618	1	1
10447360	25	28
5128011	21	3
26442557	312	39
33295245	1	0
32096553	0	0
34614958	2	0
15290703	221	15
15484757	11	21
14612359	2	11
6330416	25	1
29867140	0	2
7435300	31	26
19805518	5	0
13461496	17	2
6927961	6	5
11743588	20	1
4828711	1	0
9449649	165	64
14570755	43	52
14075603	2	0
15838458	4	3
29345710	0	1
33610734	1	0
19074835	0	0
33781155	0	0
7591046	31	127
35252239	5	1
5014112	1	1
34090162	0	1
9314030	41	5
15051903	2	4
6748968	4	2
14825460	1	0
13387502	27	6
26592713	1	0
14566786	34	15
13209511	0	2
12155311	10	229
12629567	1	5
16114531	4	0
25136551	7	10
6572392	19	13
13996045	567	180
19777420	1	0
10152380	0	0
10174045	9	3
6695175	125	28
6807478	23	11
4784323	53	11
14827700	0	0
11743635	2	0
13195425	9	2
26303819	2	0
11751986	199	17
9205402	3	9
8841897	5	22
20268763	1	0
6454720	2	3
8614664	70	23
4892876	7	3
21134659	1	0
19987108	1	0
25076236	1	0
17040936	3	6
8207512	21	6
7105011	5	0
6962951	4	3
13746457	1	5
22400770	0	0
18025279	13	2
21533569	3	2
32909232	1	1
6674873	7	34
29695963	2	7
29427055	0	1
12773869	3	2
8520110	8	8
27908814	2	4
22840997	6	3
22975904	1	1
10754223	1	1
19277377	9	22
20005504	10	1
7080663	1	0
7152787	5	8
7742355	1	0
29568355	1	0
10531986	1	2
16975815	13	3
12338623	3	2
5033669	312	162
28239769	2	0
28306933	1	0
20362894	6	1
8545086	21	2
29996467	3	0
22602473	13	11
16106986	8	0
24983515	4	35
7577425	44	5
18682168	2	1
8574362	6	9
24078290	1	2
10658557	0	0
5168039	23	5
12897763	15	13
15311027	2	16
15666639	8	0
28085179	9	9
12367518	7	2
9972396	98	35
15580604	0	0
11964910	905	172
10087091	13	3
7461827	2	1
33545631	2	0
15986690	22	1
10371223	10	0
11329708	4	1
16079152	3	2
5878800	74	12
16114568	40	7
10594959	2	1
14276771	2	8
21446857	1	0
35380147	2	0
13688161	10	5
24700295	0	7
27680124	8	9
20923780	13	6
23688044	0	0
14420650	1	0
12077052	34	10
8912509	31	1
17296069	22	8
15585751	3	0
12160083	3	0
25462852	2	0
6233737	1	0
10610221	0	0
33596202	0	0
30831603	668	92
9393725	6	1
14344595	3	2
24463541	15	6
21535447	20	140
9544387	4	10
27838974	8	10
17039778	0	1
6358391	153	29
15786850	0	0
10045504	5	12
15487662	11	2
11965950	16	3
13266498	12	0
16274748	2	0
18938611	1	0
5673237	14	18
10742585	42	3
32906085	2	1
6194477	18	0
8049358	44	21
7302036	1	0
11481033	5	12
7001005	19	18
6959184	1	5
27474540	1	1
15706450	5	5
22906613	1	0
32474172	1	1
21326857	4	2
5959573	11	3
6451813	7	0
10584267	1	0
15675827	0	6
8315239	4	13
24088409	1	0
29384884	17	4
5700658	111	166
19342423	35	41
8045820	489	322
15279799	3	21
7491200	11	35
20479579	1	0
14647055	18	17
10174858	1	1
34155229	1	13
9925473	5	1
13860766	7	4
15334849	9	20
31822172	1	0
12972318	10	4
11056938	697	261
28978693	1	1
11423820	2	2
32984979	4	0
11906076	8	25
5922678	1758	90
35370037	2	5
35317240	1	0
12096477	4	3
9977433	2	2
5684106	27	112
13480414	5	4
14008611	0	2
7790740	31	17
29097694	32	120
11737538	8	14
5193611	115	3
15629749	3	0
18370459	2	1
20089009	3	0
21164656	4	0
24160571	2	7
8581948	3	1
8299477	26	15
16125999	7	0
22359433	1	2
14858876	2	0
10414386	6	16
5236586	2	8
13965867	1	51
5962490	1	7
11636564	26	47
5235837	14	0
14767358	1	0
19152835	0	1
24821189	403	134
34285771	0	0
17358253	2	0
10263309	2	6
19634170	0	0
12902708	46	32
16082709	49	20
35438899	0	1
11836193	1	1
6426036	23	112
20221417	1	7
18354232	5	1
28214506	0	0
32623290	7	7
7556495	19	21
11898107	6	1
14325767	3	0
12341592	6	3
24972127	4	10
13487051	7	0
14814279	32	30
32637987	0	0
10481635	0	0
6442637	96	18
9279193	0	3
12075302	5	0
13927061	3	12
16173240	1	0
27162522	8	1
12832915	1	0
14630901	5	0
7701435	6	22
22982171	4	2
33629355	0	0
33947622	2	0
19030333	0	3
7362800	4	3
11971039	1	3
30375170	2	1
22047163	2	0
24974278	8	3
7459192	29	19
29159620	0	0
25528426	9	4
10646359	85	28
35144078	0	0
13040617	26	2
13953483	1	1
5458357	100	15
10655795	1	2
8644942	26	2
30192566	0	0
9466689	24	8
34467934	1	0
10823871	26	5
6836771	11	22
13332401	4	0
31550965	5	92
6807231	3	1
8934867	8	0
9619961	44	6
11187231	1	1
23193479	1	2
24890408	1	11
15855760	1	0
10039271	8	8
25290370	6	1
7705936	45	10
11193766	0	13
29927470	1	0
30962320	150	33
13823395	7	29
15728384	1	0
14407408	14	19
9580316	11	46
14635542	5	3
12204018	2	4
15838960	82	7
8703020	0	0
25722004	2	8
35503819	0	2
11398348	56	4
15635517	2	5
10736098	5	1
10790928	2	1
35038670	19	10
14810197	1	0
14281779	1	0
25099501	0	0
29032372	5	3
10521916	10	2
20929222	22	10
32256276	1	0
6675669	12	23
33547755	1	1
10675833	5	0
5196833	1	3
13187462	0	0
9671660	6	0
23286152	2	1
13182617	2	1
33687192	6	1
13720299	30	6
8276300	0	0
31225864	2	7
16029468	0	0
6156448	19	2
5680365	19	1
9241820	34	2
27834669	0	0
14227350	221	13
14612074	5	1
7901751	3	5
7710578	31	0
9849380	19	87
11650391	7	3
28823284	0	0
18555673	8	4
6750026	25	86
7649947	22	4
11131386	6	0
7341928	12	6
29023762	2	0
13870799	5	0
5160572	28	568
10698191	23	43
12543558	2	10
32331804	1	3
12605272	19	29
26185046	0	1
34477357	2	1
19514755	2	3
14684591	11	3
15556727	4	2
22630037	1	2
31540393	1	0
26692502	0	1
10675301	0	5
12888055	12	5
9239089	2	6
13962118	6	10
20922988	2	5
5588021	1	0
7784487	0	0
10231131	1	0
7951375	8	5
16103980	2	3
9917625	1	1
7292047	6	0
20448247	11	0
16221434	21	4
30285335	0	0
34583305	1	0
7616778	6	16
6523617	70	2
14122573	13	7
27567135	1	1
15977667	2	11
10098396	3	1
27284151	1	0
7822427	4	1
9250338	7	2
8236617	19	4
10923453	7	2
6706680	10	4
12774216	19	22
14619889	1	14
19075228	0	1
14706368	18	0
14182174	1	0
27561159	1	0
5928300	34	0
16900932	2	148
9326335	28	21
14386655	17	4
33257073	7	7
7960010	33	21
15389228	27	7
14298149	7	16
30403601	1	0
24937378	6	0
34640305	1	0
34783607	4	5
11391672	14	7
15562143	2	26
33443549	0	0
27054705	6	0
8500012	57	27
8277469	149	30
9017040	20	16
11857446	4	0
14688256	11	28
29085013	0	0
34843049	1	0
25511365	1	0
35084138	0	0
13143463	8	23
22866878	2	0
20777386	31	5
14831123	7	238
11061616	18	0
11475887	100	61
24649697	6	0
7243618	6	5
5269779	21	1
5753845	65	20
8239892	51	10
15304712	3	0
5370697	5	2
9817842	0	13
18796021	11	2
5277493	22	312
13086024	28	44
28621300	38	5
25410970	1	3
10265432	1	0
29308267	8	51
6513219	220	7
14030653	23	66
10722679	11	38
16898577	1	3
24671888	2	10
29556739	5	3
10172450	9	18
10244385	2	16
4794775	14	47
8098261	5	6
24093920	2	1
25752931	0	0
8754452	13	6
10573770	4	2
17709070	2	1
22032940	2	5
12986969	2	2
9073551	5	11
33379391	0	0
15024863	3	0
14828763	7	1
7769454	215	12
12908267	3	5
14550538	23	20
32830182	1	1
5932897	54	22
6003981	28	14
8980427	9	1
22154260	2	2
9739243	41	28
5839116	1	2
11935320	1	0
9314513	5	2
6648295	28	295
30585811	3	4
8535199	38	42
9518215	3	1
12390510	13	35
26591492	1	20
9433877	33	4
35053253	1	0
22481018	1	0
9871166	28	1
22996865	12	0
8534380	19	20
5790797	79	170
12719020	9	5
14413738	2	2
10150612	10	8
11425169	6	5
35055959	0	0
12785819	0	0
28860424	0	6
16758831	3	2
25175173	2	4
8921979	1	4
30516049	2	0
29411578	1	1
13354717	3	1
4754633	1	1
6568869	51	17
7010923	55	3
10946854	120	90
33375812	2	0
8358680	11	4
14916966	0	9
16828176	7	1
16556844	0	0
35522017	6	1
23477441	3	1
12993864	7	48
28064745	776	98
7473515	9	4
15217867	2	0
15463609	5	66
16245914	4	3
22397689	13	3
7630608	9	2
14510470	1	0
8952038	12	10
10867725	30	9
31966166	1	0
33557016	10	4
6348418	4	30
19154299	5	38
5332559	240	29
14379017	1	21
14055700	8	4
17884270	3	2
24220778	2	3
7947672	44	5
11733872	2	1
6291060	17	10
9455265	1	14
12359253	4	0
17531476	0	0
11134597	0	2
15357417	3	1
18323275	1	0
6547995	13	6
9225905	94	7
16309803	2	1
26550617	2	0
7007433	10	3
14192207	54	23
5450896	18	10
18787738	1	0
27833127	0	0
17908555	1	4
18905467	0	0
9394901	3	1
19020472	5	1
22126753	520	86
12367208	3	3
9260024	3	1
13192417	0	1
11106288	3	1
17235097	8	3
6019453	1	1
12422437	3	0
13366072	6	1
10999387	0	0
12851200	5	2
23127563	0	0
8218472	9	3
8554052	10	1
12900390	4	1
33514028	0	0
12461206	6	2
21310933	1	0
11354436	4	31
5401026	1	2
14054328	1	0
24020219	1	0
24126866	0	0
15179325	0	0
8516203	9	6
26830784	2	1
26712200	8	6
8214635	8	8
15797602	0	5
14385315	42	15
5228218	51	78
8847485	72	77
12413682	0	1
5363638	34	24
13685992	4	3
5175027	15	21
10422350	2	1
15064324	1	10
26350679	4	9
27271986	11	1
33617889	0	1
15838693	1	5
20155504	10	6
12374202	13	7
29872810	1	2
18301990	63	24
33086589	1	6
11942987	3	4
28418509	1	0
29582089	2	1
12658931	4	5
9951071	5	1
13588110	1	2
29968423	88	53
31213741	1	0
12023977	146	244
11464409	40	4
31904425	12	1
14526246	0	0
9183953	2	1
15789979	1	2
18341344	69	66
34745217	90	6
20001934	1	10
11012351	1	2
11407519	57	110
31997201	0	0
18593689	2	1
35346289	0	0
4724106	3	9
6471370	15	9
9444179	20	10
9989259	6	3
8856482	1	0
14668272	0	0
35466049	0	0
11268536	25	48
7546896	17	0
11562972	19	9
22794779	1	5
12757280	18	71
16750332	6	4
16056097	1	0
27670374	1	0
21143401	1	1
32971992	0	0
7589005	1	1
5862256	122	79
35416870	0	0
6164865	40	4
9402060	4	0
14710683	21	8
21683533	2	13
9226920	5	8
11748194	3	10
15975253	2	4
11278124	2	2
24612899	1	0
13325004	3	1
31988579	1	0
28024641	2	0
4811392	682	14
13962177	1	9
21318892	3	1
32672511	4	19
13208797	19	0
14308276	60	46
11603685	12	1
12404754	0	0
12613838	1	1
15332532	175	164
13283967	20	1
28156795	1	0
28562458	1	3
